Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList,NumLists,CorrectionProcedure,ex1,ex2,ex3,ListType,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Label,Ports Used,,,,,,,,,,,,,,,
Coltrane,2011.01.20,70,33,B,A,B,0,0,2.466667,1862.533,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,3,9,sc.3474,Chamber 1,40,4,2,-,9,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,71,34,A,A,-,1,bl,1.883333,1871.1,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,10,10,sc.3474,Chamber 1,40,4,2,-,10,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,72,34,B,B,-,1,bl,0.9833333,1872.083,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,2,2,sc.3475,Chamber 1,40,4,2,-,10,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,73,34,C,C,-,1,bl,1.5,1873.583,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,9,9,sc.3476,Chamber 1,40,4,2,-,10,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,74,34,D,D,ABCD,1,1,0.45,1874.033,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,13,13,sc.3477,Chamber 1,40,4,2,-,10,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,75,35,A,A,-,1,bl,1.016667,1879.033,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,14,14,sc.3474,Chamber 1,40,4,2,-,14,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,76,35,B,B,-,1,bl,1.533333,1880.567,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,7,7,sc.3475,Chamber 1,40,4,2,-,14,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,77,35,C,C,-,1,bl,1.2,1881.767,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3476,Chamber 1,40,4,2,-,14,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,78,35,D,D,ABCD,1,1,0.7333333,1882.5,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,2,2,sc.3477,Chamber 1,40,4,2,-,14,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,79,36,A,A,-,1,bl,1.516667,1887.983,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,7,7,sc.3474,Chamber 1,40,4,2,-,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,80,36,B,B,-,1,bl,1.383333,1889.367,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3475,Chamber 1,40,4,2,-,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,81,36,C,C,-,1,bl,1.166667,1890.533,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,5,5,sc.3476,Chamber 1,40,4,2,-,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,82,36,D,D,ABCD,1,1,1.35,1891.883,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,3,3,sc.3477,Chamber 1,40,4,2,-,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,83,37,A,A,-,1,bl,1.666667,1897.517,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,4,4,sc.3474,Chamber 1,40,4,2,-,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,84,37,C,B,AC,0,0,0.6666667,1898.183,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,5,6,sc.3475,Chamber 1,40,4,2,-,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,85,38,C,A,C,0,0,0.85,1905.883,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,10,2,sc.3474,Chamber 1,40,4,2,-,2,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,86,39,A,A,-,1,bl,1.066667,1914.1,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,14,14,sc.3474,Chamber 1,40,4,2,-,14,10,12,5,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,87,39,B,B,-,1,bl,1.433333,1915.517,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,10,10,sc.3475,Chamber 1,40,4,2,-,14,10,12,5,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,88,39,A,C,ABA,0,0,0.5,1916.017,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,14,12,sc.3476,Chamber 1,40,4,2,-,14,10,12,5,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,89,40,A,A,-,1,bl,1.683333,1924.433,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,1,1,sc.3474,Chamber 1,40,4,2,-,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Coltrane,2011.01.20,90,40,D,B,AD,0,0,0.85,1925.283,32:11:00,1,3474 3475 3476 3477,4,1,off,-,-,-,-,0,15,sc.3475,Chamber 1,40,4,2,-,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
