Sub,Date,Press,Trial,ItemPressed,CorrectItem,Progress,PressAccuracy,TrialAccuracy,RT,SessionTime,TotalTime,ListNum,ListPics,ItemsInList
Ebbinghaus,2012.05.25,88,25,B,B,-,1,bl,1.183333,195.1667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,89,25,C,C,-,1,bl,0.4666667,195.6333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,90,25,D,D,ABCD,1,1,0.5166667,196.15,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,91,26,A,A,-,1,bl,1.15,201.2833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,92,26,B,B,-,1,bl,0.9666667,202.25,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,93,26,C,C,-,1,bl,0.75,203,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,94,26,D,D,ABCD,1,1,0.4,203.4,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,95,27,A,A,-,1,bl,1.3,209.1167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,96,27,B,B,-,1,bl,1.033333,210.15,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,97,27,C,C,-,1,bl,0.9166667,211.0667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,98,27,D,D,ABCD,1,1,0.4,211.4667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,99,28,A,A,-,1,bl,2.666667,217.9333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,100,28,B,B,-,1,bl,0.9,218.8333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,101,28,C,C,-,1,bl,0.75,219.5833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,102,28,D,D,ABCD,1,1,0.45,220.0333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,103,29,A,A,-,1,bl,1.6,225.6167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,104,29,B,B,-,1,bl,0.7666667,226.3833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,105,29,C,C,-,1,bl,1.2,227.5833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,106,29,D,D,ABCD,1,1,0.4833333,228.0667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,107,30,A,A,-,1,bl,1.2,233.7167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,108,30,B,B,-,1,bl,0.9166667,234.6167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,109,30,C,C,-,1,bl,0.6166667,235.2333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,110,30,D,D,ABCD,1,1,0.45,235.6833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,111,31,A,A,-,1,bl,0.7333333,240.3667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,112,31,B,B,-,1,bl,1.55,241.9167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,113,31,C,C,-,1,bl,0.6,242.5167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,114,31,D,D,ABCD,1,1,0.4,242.9167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,115,32,A,A,-,1,bl,0.9166667,247.8167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,116,32,B,B,-,1,bl,1.066667,248.8833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,117,32,C,C,-,1,bl,1.733333,250.6167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,118,32,D,D,ABCD,1,1,0.7,251.3167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,119,33,A,A,-,1,bl,1.9,257.4833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,120,33,B,B,-,1,bl,0.4833333,257.9667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,121,33,C,C,-,1,bl,0.7,258.6667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,122,33,D,D,ABCD,1,1,0.4666667,259.1333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,123,34,A,A,-,1,bl,1.7,264.8667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,124,34,C,B,AC,0,0,0.65,265.5167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,125,35,B,A,B,0,0,1.583333,273.6833,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,126,36,A,A,-,1,bl,1.716667,282.1667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,127,36,B,B,-,1,bl,0.4,282.5667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,128,36,C,C,-,1,bl,0.9333333,283.5,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,129,36,D,D,ABCD,1,1,0.35,283.85,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,130,37,A,A,-,1,bl,1.266667,289.9167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,131,37,B,B,-,1,bl,0.6166667,290.5333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,132,37,C,C,-,1,bl,0.8,291.3333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,133,37,D,D,ABCD,1,1,0.5,291.8333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,134,38,A,A,-,1,bl,1.116667,296.7667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,135,38,B,B,-,1,bl,1.466667,298.2333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,136,38,C,C,-,1,bl,0.3166667,298.55,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,137,38,D,D,ABCD,1,1,0.5833333,299.1333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,138,39,A,A,-,1,bl,1.133333,304.6667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,139,39,B,B,-,1,bl,0.9833333,305.65,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,140,39,C,C,-,1,bl,0.7166667,306.3667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,141,39,D,D,ABCD,1,1,0.4833333,306.85,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,142,40,A,A,-,1,bl,0.85,311.5167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,143,40,B,B,-,1,bl,1.016667,312.5333,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,144,40,C,C,-,1,bl,0.5833333,313.1167,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.25,145,40,D,D,ABCD,1,1,0.45,313.5667,05:16,1,20041 20042 20043 20044,4
Ebbinghaus,2012.05.14,1,1,A,A,-,1,bl,3.366667,8.05,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,2,1,B,B,-,1,bl,2.983333,10.95,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,3,1,D,C,ABD,0,0,5.25,16.2,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,4,2,C,A,C,0,0,2.9,25.85,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,5,3,B,A,B,0,0,4,36.53333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,6,4,A,A,-,1,bl,3.783333,46.98333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,7,4,B,B,-,1,bl,1.366667,48.35,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,8,4,D,C,ABD,0,0,1.033333,49.38333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,9,5,C,A,C,0,0,1.75,58.71667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,10,6,A,A,-,1,bl,5.566667,70.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,11,6,D,B,AD,0,0,2.7,73.45,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,12,7,A,A,-,1,bl,1.966667,82.4,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,13,7,B,B,-,1,bl,2.233333,84.63333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,14,7,D,C,ABD,0,0,1.466667,86.1,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,15,8,B,A,B,0,0,1.516667,94.3,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,16,9,A,A,-,1,bl,1.916667,103.05,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,17,9,C,B,AC,0,0,1.066667,104.1167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,18,10,A,A,-,1,bl,1.966667,112.9667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,19,10,B,B,-,1,bl,3.466667,116.4333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,20,10,D,C,ABD,0,0,1.566667,118,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,21,11,A,A,-,1,bl,1.316667,125.9667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,22,11,B,B,-,1,bl,6.75,132.7167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,23,11,D,C,ABD,0,0,2.783333,135.5,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,24,12,A,A,-,1,bl,2.3,144.5167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,25,12,B,B,-,1,bl,3.066667,147.5667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,26,12,C,C,-,1,bl,0.65,148.2167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,27,12,D,D,ABCD,1,1,0.8333333,149.05,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,28,13,A,A,-,1,bl,1.6,154.1167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,29,13,B,B,-,1,bl,1.6,155.7167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,30,13,C,C,-,1,bl,0.7666667,156.4833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,31,13,D,D,ABCD,1,1,0.5833333,157.0667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,32,14,A,A,-,1,bl,2.083333,162.5333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,33,14,B,B,-,1,bl,1.65,164.1833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,34,14,C,C,-,1,bl,0.7666667,164.95,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,35,14,D,D,ABCD,1,1,0.4666667,165.4167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,36,15,A,A,-,1,bl,1.716667,170.4833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,37,15,B,B,-,1,bl,3.25,173.7333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,38,15,C,C,-,1,bl,0.55,174.2833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,39,15,D,D,ABCD,1,1,1.066667,175.35,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,40,16,B,A,B,0,0,1.933333,180.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,41,17,A,A,-,1,bl,1.766667,189.1167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,42,17,B,B,-,1,bl,1.166667,190.2833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,43,17,D,C,ABD,0,0,1.55,191.8333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,44,18,A,A,-,1,bl,1.616667,200.05,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,45,18,B,B,-,1,bl,0.8,200.85,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,46,18,C,C,-,1,bl,1.083333,201.9333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,47,18,D,D,ABCD,1,1,0.4833333,202.4167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,48,19,A,A,-,1,bl,1.383333,207.15,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,49,19,B,B,-,1,bl,1.183333,208.3333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,50,19,C,C,-,1,bl,0.9833333,209.3167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,51,19,D,D,ABCD,1,1,0.4333333,209.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,52,20,A,A,-,1,bl,1.816667,215.0333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,53,20,B,B,-,1,bl,1.35,216.3833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,54,20,C,C,-,1,bl,0.8166667,217.2,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,55,20,D,D,ABCD,1,1,0.5166667,217.7167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,56,21,A,A,-,1,bl,2.166667,223.6,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,57,21,B,B,-,1,bl,1,224.6,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,58,21,C,C,-,1,bl,0.7,225.3,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,59,21,D,D,ABCD,1,1,0.3833333,225.6833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,60,22,A,A,-,1,bl,2.333333,232.3667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,61,22,B,B,-,1,bl,1.216667,233.6,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,62,22,C,C,-,1,bl,0.7,234.2833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,63,22,D,D,ABCD,1,1,0.5,234.7833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,64,23,B,A,B,0,0,2.3,241.2667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,65,24,A,A,-,1,bl,1.533333,249.6,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,66,24,B,B,-,1,bl,0.95,250.55,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,67,24,C,C,-,1,bl,0.9666667,251.5167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,68,24,D,D,ABCD,1,1,0.4,251.9167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,69,25,A,A,-,1,bl,2.5,258.3,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,70,25,B,B,-,1,bl,1.916667,260.2167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,71,25,C,C,-,1,bl,0.6,260.8167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,72,25,D,D,ABCD,1,1,0.45,261.2667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,73,26,A,A,-,1,bl,2.483333,267.3833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,74,26,B,B,-,1,bl,3.066667,270.45,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,75,26,C,C,-,1,bl,0.5166667,270.9667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,76,26,D,D,ABCD,1,1,0.4333333,271.4,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,77,27,A,A,-,1,bl,2.55,278.7833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,78,27,C,B,AC,0,0,1.383333,280.1667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,79,28,A,A,-,1,bl,1.85,289.0333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,80,28,B,B,-,1,bl,2.35,291.3833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,81,28,C,C,-,1,bl,1.033333,292.4167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,82,28,D,D,ABCD,1,1,0.5,292.9167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,83,29,A,A,-,1,bl,2.016667,298.5167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,84,29,B,B,-,1,bl,0.95,299.4667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,85,29,C,C,-,1,bl,0.8666667,300.3333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,86,29,D,D,ABCD,1,1,0.3833333,300.7167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,87,30,A,A,-,1,bl,1.333333,306.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,88,30,B,B,-,1,bl,1.25,308,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,89,30,C,C,-,1,bl,0.6833333,308.6833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,90,30,D,D,ABCD,1,1,0.4666667,309.15,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,91,31,A,A,-,1,bl,1.6,314.8,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,92,31,B,B,-,1,bl,1.983333,316.7833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,93,31,C,C,-,1,bl,0.8,317.5833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,94,31,D,D,ABCD,1,1,0.4333333,318.0167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,95,32,A,A,-,1,bl,1.216667,323.2833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,96,32,B,B,-,1,bl,0.9666667,324.2667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,97,32,C,C,-,1,bl,1.533333,325.7833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,98,32,D,D,ABCD,1,1,0.5,326.2833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,99,33,A,A,-,1,bl,1.65,331.9,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,100,33,B,B,-,1,bl,1.666667,333.5667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,101,33,C,C,-,1,bl,0.6,334.1667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,102,33,D,D,ABCD,1,1,0.75,334.9167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,103,34,A,A,-,1,bl,1.4,341.0333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,104,34,B,B,-,1,bl,0.6666667,341.7,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,105,34,C,C,-,1,bl,0.8833333,342.5833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,106,34,D,D,ABCD,1,1,0.4666667,343.05,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,107,35,A,A,-,1,bl,1.566667,349.6333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,108,35,B,B,-,1,bl,0.8166667,350.4333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,109,35,C,C,-,1,bl,0.7,351.1333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,110,35,D,D,ABCD,1,1,0.4833333,351.6167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,111,36,A,A,-,1,bl,1.783333,357.25,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,112,36,B,B,-,1,bl,0.8166667,358.0667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,113,36,C,C,-,1,bl,0.7,358.7667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,114,36,D,D,ABCD,1,1,0.45,359.2167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,115,37,A,A,-,1,bl,2.133333,366.1833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,116,37,B,B,-,1,bl,0.9,367.0833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,117,37,C,C,-,1,bl,1.183333,368.2667,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,118,37,D,D,ABCD,1,1,0.7666667,369.0333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,119,38,A,A,-,1,bl,1.483333,374.8167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,120,38,B,B,-,1,bl,0.9333333,375.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,121,38,C,C,-,1,bl,0.7666667,376.5167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,122,38,D,D,ABCD,1,1,0.4166667,376.9333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,123,39,A,A,-,1,bl,1.333333,382.0333,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,124,39,B,B,-,1,bl,1.15,383.1833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,125,39,C,C,-,1,bl,0.9333333,384.1167,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,126,39,D,D,ABCD,1,1,1.633333,385.75,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,127,40,A,A,-,1,bl,1.216667,390.9833,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.14,128,40,C,B,AC,0,0,1.666667,392.65,06:37,1,20008 20009 20010 20011,4
Ebbinghaus,2012.05.21,1,1,D,A,D,0,0,2.166667,6.05,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,2,2,B,A,B,0,0,4.183333,16.95,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,3,3,A,A,-,1,bl,3.583333,27.4,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,4,3,C,B,AC,0,0,1.183333,28.56667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,5,4,B,A,B,0,0,3.083333,39.6,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,6,5,B,A,B,0,0,1.983333,48.41667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,7,6,C,A,C,0,0,3.25,58.63333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,8,7,A,A,-,1,bl,1.8,73.48333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,9,7,C,B,AC,0,0,2.733333,76.21667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,10,8,A,A,-,1,bl,1.55,84.51667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,11,8,C,B,AC,0,0,1.233333,85.75,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,12,9,A,A,-,1,bl,1.616667,94.65,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,13,9,B,B,-,1,bl,1.733333,96.38333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,14,9,C,C,-,1,bl,1.883333,98.26667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,15,9,D,D,ABCD,1,1,0.8833333,99.15,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,16,10,A,A,-,1,bl,2.35,107.6333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,17,10,B,B,-,1,bl,1.3,108.9333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,18,10,C,C,-,1,bl,0.7166667,109.65,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,19,10,D,D,ABCD,1,1,0.5333333,110.1833,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,20,11,B,A,B,0,0,4.233333,118.8833,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,21,12,A,A,-,1,bl,1.1,126.7667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,22,12,B,B,-,1,bl,2.9,129.6667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,23,12,C,C,-,1,bl,0.8666667,130.5333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,24,12,D,D,ABCD,1,1,1.066667,131.6,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,25,13,A,A,-,1,bl,2.266667,138.7667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,26,13,B,B,-,1,bl,0.5333333,139.3,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,27,13,C,C,-,1,bl,1.016667,140.3333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,28,13,D,D,ABCD,1,1,0.4666667,140.7833,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,29,14,A,A,-,1,bl,1.716667,146.55,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,30,14,B,B,-,1,bl,2.15,148.7,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,31,14,C,C,-,1,bl,0.5,149.2,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,32,14,D,D,ABCD,1,1,3.05,152.25,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,33,15,B,A,B,0,0,3.466667,159.7667,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,34,16,A,A,-,1,bl,1.75,168.3,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,35,16,B,B,-,1,bl,1.3,169.6,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,36,16,C,C,-,1,bl,0.4833333,170.0833,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,37,16,D,D,ABCD,1,1,0.6333333,170.7167,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,38,17,A,A,-,1,bl,1.75,177.1333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,39,17,B,B,-,1,bl,0.95,178.0833,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,40,17,C,C,-,1,bl,0.6166667,178.7,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,41,17,D,D,ABCD,1,1,0.8333333,179.5333,06:28,1,20028 20029 20030 20031,4
Ebbinghaus,2012.05.21,42,18,A,A,-,1,bl,1.65,185.1,06:28,1,20028 20029 20030 20031,4
