Sub	Date	Trial	Samples	Accuracy	RiskChoices	Risk	NumRiskChoices	RT	RtRisk	PressedSample	CorSampPort	CorrectPort	PortPressed	PBSCoverall	SamplesTime	GoPressTime	ChoiceShown	ChoiceTime	NumChoices	ex2	ex3	SampleToRespRT	Pellet	Tokens	RiskBias	RiskSide	PicturePressed	CorrectPicture	SampleDuration	SimHintDuration	Delay	Chamber	TrialsPerSession	Criterion	TO	ITI	RiskOrder	Randomrisk?	LowHighPBSC	LowvsMedPBSC	MedvsHighPBSC	LoMedvsHighPBSC	LovsMedHighPBSC
ebbi	2010.06.28	2	2	0	threerisk	Low	3	0.867	1.05	0	1	11	6	0.446	19.6	22.967	29.45	30.317	9	bl	bl	5.033333	0	7	-1.97	Left	1824	2405	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	3	3	0	threerisk	Low	3	1.85	1.617	1	2	11	9	0.446	33.167	34.117	41.133	42.983	9	bl	bl	6.55	0	8	-2.9109	Left	1718	777	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	4	2	0	threerisk	Low	3	0.95	2.15	1	1	8	4	0.446	45.75	46.633	54.183	55.133	6	bl	bl	6.183333	0	9	-3.823573	Left	1352	1089	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	5	2	1	threerisk	Low	3	1.217	4.9	<n/a>	0	9	9	0.446	57.8	59.067	69.383	70.6	9	bl	bl	9.233333	2	10	-4.708866	Left	1097	1097	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	6	3	0	threerisk	Low	3	1.317	3.033	0	1	9	8	0.446	75.533	77.1	85.533	86.85	7	bl	bl	7.433333	0	6	-5.5676	Left	646	1886	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	7	3	0	threerisk	Low	3	1.133	3.95	1	1	4	8	0.446	89.8	92.367	101.7	102.833	6	bl	bl	8.166667	0	7	-6.400572	Left	899	2294	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	8	3	0	threerisk	Low	3	2.017	5.183	0	0	14	12	0.446	105.667	106.917	117.55	119.567	11	bl	bl	10.33333	0	8	-7.208555	Left	1608	254	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	9	2	1	threerisk	Low	3	0.7	4.217	<n/a>	1	4	4	0.446	122.433	123.7	133.267	133.967	3	bl	bl	7.95	0	9	-7.992298	Left	1536	1536	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	10	3	0	threerisk	High	3	1.717	1.417	0	1	14	6	0.446	136.633	138.983	145.833	147.55	12	bl	bl	6.266667	0	10	-6.752529	Right	440	1975	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
ebbi	2010.06.28	11	1	1	threerisk	High	3	3.35	1.2	<n/a>	0	7	7	0.446	153.533	159.217	165.817	169.167	7	bl	bl	7.633333	0	5	-5.549953	Right	2091	2091	2.25	1.25	2.25	Chamber 2	60	11	4	1	Prospective	Notrandomrisk	0.446	<n/a>	<n/a>	0.231	0.492
